=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.01.01 16:16:13 =~=~=~=~=~=~=~=~=~=~=~=
READY
00:00:00,-5.2500
00:00:01,-5.3125
00:00:02,-5.3125
00:00:03,-5.3125
00:00:04,-5.3125
00:00:05,-5.3750
00:00:06,-5.3750
00:00:07,-5.3750
00:00:08,-5.4375
00:00:09,-5.4375
00:00:10,-5.5000
00:00:11,-5.4375
00:00:12,-5.5000
00:00:13,-5.5000
00:00:14,-5.5000
00:00:15,-5.5625
00:00:16,-5.5625
00:00:17,-5.5625
00:00:18,-5.6250
00:00:19,-5.6250
00:00:20,-5.6875
00:00:21,-5.6875
00:00:22,-5.6875
00:00:23,-5.6875
00:00:24,-5.7500
00:00:25,-5.8125
00:00:26,-5.8125
00:00:27,-5.8125
00:00:28,-5.8125
00:00:29,-5.8750
00:00:31,-5.8750
00:00:32,-5.9375
00:00:33,-6.0000
00:00:34,-6.0000
00:00:35,-6.0000
00:00:36,-6.0625
00:00:37,-6.1250
00:00:38,-6.1875
00:00:39,-6.1875
00:00:40,-6.1875
00:00:41,-6.2500
00:00:42,-6.2500
00:00:43,-6.3125
00:00:44,-6.3125
00:00:45,-6.3125
00:00:46,-6.3750
00:00:47,-6.3750
00:00:48,-6.3750
00:00:49,-6.4375
00:00:50,-6.5000
00:00:51,-6.5000
00:00:52,-6.5000
00:00:53,-6.5625
00:00:54,-6.5625
00:00:55,-6.6250
00:00:56,-6.6250
00:00:57,-6.6250
00:00:58,-6.6875
00:00:59,-6.6875
00:01:00,-6.7500
00:01:01,-6.7500
00:01:02,-6.7500
00:01:03,-6.8125
00:01:04,-6.8750
00:01:06,-6.8750
00:01:07,-6.9375
00:01:08,-6.9375
00:01:09,-7.0000
00:01:10,-7.0000
00:01:11,-7.0000
00:01:12,-7.0625
00:01:13,-7.1250
00:01:14,-7.1250
00:01:15,-7.1875
00:01:16,-7.1875
00:01:17,-7.1875
00:01:18,-7.2500
00:01:19,-7.2500
00:01:20,-7.3125
00:01:21,-7.3125
00:01:22,-7.3750
00:01:23,-7.3750
00:01:24,-7.4375
00:01:25,-7.4375
00:01:26,-7.5000
00:01:27,-7.5000
00:01:28,-7.5625
00:01:29,-7.5625
00:01:30,-7.6250
00:01:31,-7.6250
00:01:32,-7.6250
00:01:33,-7.6875
00:01:34,-7.6875
00:01:35,-7.6875
00:01:36,-7.7500
00:01:37,-7.7500
00:01:38,-7.7500
00:01:40,-7.7500
00:01:41,-7.8125
00:01:42,-7.8125
00:01:43,-7.8125
00:01:44,-7.8125
00:01:45,-7.8125
00:01:46,-7.8750
00:01:47,-7.8750
00:01:48,-7.9375
00:01:49,-7.9375
00:01:50,-7.9375
00:01:51,-8.0000
00:01:52,-8.0000
00:01:53,-8.0000
00:01:54,-8.0000
00:01:55,-8.0625
00:01:56,-8.0625
00:01:57,-8.0625
00:01:58,-8.1250
00:01:59,-8.1250
00:02:00,-8.1250
00:02:01,-8.1875
00:02:02,-8.1875
00:02:03,-8.1875
00:02:04,-8.2500
00:02:05,-8.2500
00:02:06,-8.2500
00:02:07,-8.3125
00:02:08,-8.3125
00:02:09,-8.3125
00:02:10,-8.3750
00:02:11,-8.3750
00:02:12,-8.3750
00:02:13,-8.4375
00:02:15,-8.4375
00:02:16,-8.4375
00:02:17,-8.4375
00:02:18,-8.5000
00:02:19,-8.5000
00:02:20,-8.5000
00:02:21,-8.5625
00:02:22,-8.5625
00:02:23,-8.6250
00:02:24,-8.6250
00:02:25,-8.6250
00:02:26,-8.6250
00:02:27,-8.6875
00:02:28,-8.6875
00:02:29,-8.6875
00:02:30,-8.7500
00:02:31,-8.7500
00:02:32,-8.7500
00:02:33,-8.7500
00:02:34,-8.8125
00:02:35,-8.8125
00:02:36,-8.8125
00:02:37,-8.8125
00:02:38,-8.8750
00:02:39,-8.8750
00:02:40,-8.8750
00:02:41,-8.8750
00:02:42,-8.8750
00:02:43,-8.9375
00:02:44,-8.9375
00:02:45,-8.9375
00:02:46,-8.9375
00:02:47,-9.0000
00:02:49,-9.0000
00:02:50,-9.0000
00:02:51,-9.0000
00:02:52,-9.0000
00:02:53,-9.0625
00:02:54,-9.0625
00:02:55,-9.0625
00:02:56,-9.1250
00:02:57,-9.1250
00:02:58,-9.1250
00:02:59,-9.1250
00:03:00,-9.1875
00:03:01,-9.1875
00:03:02,-9.1875
00:03:03,-9.1875
00:03:04,-9.2500
00:03:05,-9.2500
00:03:06,-9.2500
00:03:07,-9.2500
00:03:08,-9.2500
00:03:09,-9.3125
00:03:10,-9.3125
00:03:11,-9.3125
00:03:12,-9.3750
00:03:13,-9.3750
00:03:14,-9.3750
00:03:15,-9.3750
00:03:16,-9.4375
00:03:17,-9.4375
00:03:18,-9.4375
00:03:19,-9.5000
00:03:20,-9.5000
00:03:21,-9.5000
00:03:22,-9.5000
00:03:24,-9.5000
00:03:25,-9.5625
00:03:26,-9.5625
00:03:27,-9.5625
00:03:28,-9.5625
00:03:29,-9.6250
00:03:30,-9.6250
00:03:31,-9.6250
00:03:32,-9.6250
00:03:33,-9.6875
00:03:34,-9.6875
00:03:35,-9.6875
00:03:36,-9.7500
00:03:37,-9.7500
00:03:38,-9.7500
00:03:39,-9.7500
00:03:40,-9.7500
00:03:41,-9.8125
00:03:42,-9.8125
00:03:43,-9.8125
00:03:44,-9.8125
00:03:45,-9.8125
00:03:46,-9.8125
00:03:47,-9.8750
00:03:48,-9.8750
00:03:49,-9.8750
00:03:50,-9.8750
00:03:51,-9.8750
00:03:52,-9.9375
00:03:53,-9.8750
00:03:54,-9.8750
00:03:55,-9.9375
00:03:56,-9.9375
00:03:58,-9.9375
00:03:59,-9.9375
00:04:00,-9.9375
00:04:01,-9.9375
00:04:02,-9.9375
00:04:03,-9.9375
00:04:04,-9.9375
00:04:05,-9.9375
00:04:06,-9.9375
00:04:07,-10.0000
00:04:08,-10.0000
00:04:09,-10.0000
00:04:10,-10.0000
00:04:11,-10.0000
00:04:12,-9.9375
00:04:13,-9.9375
00:04:14,-9.9375
00:04:15,-9.9375
00:04:16,-9.9375
00:04:17,-9.9375
00:04:18,-9.9375
00:04:19,-9.9375
00:04:20,-9.9375
00:04:21,-9.9375
00:04:22,-9.8750
00:04:23,-9.9375
00:04:24,-9.8750
00:04:25,-9.8750
00:04:26,-9.8750
00:04:27,-9.8750
00:04:28,-9.8750
00:04:29,-9.8125
00:04:30,-9.8750
00:04:31,-9.8750
